id,directory,filepath,function_name,description,input_parameters,returns
65,signatures,`myR/R/signatures/signature_discovery.R`,`.find_signature_wilcoxon`,Internal helper for Wilcoxon signature discovery.,"`expr_mat`: Expression matrix, `target_binary`: Binary target vector, `n_features`: Number of features to return, `n_groups`: Number of groups",List of signature results
66,signatures,`myR/R/signatures/signature_discovery.R`,`.find_signature_nmf`,Internal helper for NMF signature discovery.,"`expr_mat`: Expression matrix, `target_binary`: Binary target vector, `n_features`: Number of features to return, `n_groups`: Number of groups, `return_model`: Whether to return the model",List of signature results
67,signatures,`myR/R/signatures/signature_discovery.R`,`.find_signature_gam`,Internal helper for GAM signature discovery.,"`expr_mat`: Expression matrix, `target_binary`: Binary target vector, `n_features`: Number of features to return, `n_groups`: Number of groups",List of signature results
68,signatures,`myR/R/signatures/signature_discovery.R`,`.find_signature_pca`,Internal helper for PCA loadings signature discovery.,"`expr_mat`: Expression matrix, `target_binary`: Binary target vector, `n_features`: Number of features to return, `n_groups`: Number of groups, `return_model`: Whether to return the model",List of signature results
69,signatures,`myR/R/signatures/signature_scoring.R`,`AddMultipleModuleScores`,"Calculates module scores for multiple gene sets using Seurat's AddModuleScore. Automatically handles naming and removes the default ""1"" suffix.","`seurat_object`: A Seurat object, `feature_sets`: Named or unnamed list of character vectors (gene sets), `assay`: Name of the assay to use (default: DefaultAssay), `slot`: Slot to pull expression data from (default: ""data""), `nbin`: Number of bins for AddModuleScore (default: 24), `ctrl`: Number of control features (default: 100), `seed`: Random seed (default: 1), `search`: Passed to Seurat::[.Assay (default: FALSE), `...`: Additional arguments passed to Seurat::AddModuleScore",Seurat object with added module scores in metadata
70,signatures,`myR/R/signatures/signature_scoring.R`,`add_signature_enrichit`,Calculates a gene signature score using escape::enrichIt and adds it to the Seurat object's metadata. Flexibly accepts different gene ID types.,"`seurat_obj`: A Seurat object, `gene_source`: File path, data.frame, or vector containing gene IDs, `signature_name`: Name for the new metadata column, `input_keytype`: Type of input gene IDs (default: ""ENSEMBL""), `gene_col`: Column index/name if gene_source is file or data.frame (default: 1), `sheet_name`: Sheet name/index if xlsx file (default: 1), `assay`: Assay to use (default: ""RNA""), `layer`: Layer (slot) to use (default: ""data""), `...`: Additional arguments passed to escape::enrichIt",Seurat object with signature score added to metadata
71,signatures,`myR/R/signatures/signature_scoring.R`,`add_progeny_scores`,Infers pathway activities using progeny and adds them to the Seurat object's metadata.,"`seurat_obj`: A Seurat object, `organism`: Organism: ""Human"" or ""Mouse"" (default: ""Human""), `topn`: Number of top genes per pathway (default: 100), `...`: Additional arguments passed to progeny::progeny",Seurat object with pathway activity scores in metadata
72,signatures,`myR/R/signatures/signature_scoring.R`,`score_signature`,Applies a gene signature (from find_gene_signature) to score new expression data.,"`expr_data`: Seurat object or expression matrix, `signature`: gene_signature object from find_gene_signature, `normalize`: Whether to z-score normalize scores (default: TRUE)",Named numeric vector of signature scores
73,utilities,`myR/R/utilities/demulti_utils.R`,`get_best_two`,Finds the two highest probabilities from a vector.,`probs`: Numeric vector of probabilities,"List containing: best, best_idx, second, second_idx"
74,utilities,`myR/R/utilities/demulti_utils.R`,`get_barcode_mapping`,Assigns barcodes (cell identities) to samples based on probability matrix.,"`prob_matrix`: Matrix where rows are cells and columns are samples, containing assignment probabilities, `singlet_threshold`: Minimum probability for singlet assignment (default: 0.5), `doublet_threshold`: Minimum probability for doublet assignment (default: 0.3), `return_probs`: Whether to return probability values (default: FALSE)","Data frame with columns: barcode, assignment, type, prob1, prob2"
75,utilities,`myR/R/utilities/demulti_utils.R`,`is_doublet`,"Determines if a sample identifier represents a doublet (contains ""+"").",`sample_name`: Character vector of sample names,Logical vector indicating doublet status
76,utilities,`myR/R/utilities/demulti_utils.R`,`generate_sample_values`,Creates a list of sample identifiers including both singlets and doublets.,"`n_samples`: Number of samples, `include_doublets`: Whether to include doublet combinations (default: TRUE), `prefix`: Prefix for sample names (default: ""Sample"")",Character vector of sample identifiers
77,utilities,`myR/R/utilities/demulti_utils.R`,`generate_sample_names`,Creates formatted sample name lists for display/plotting.,"`n_samples`: Number of samples, `format`: Format string with %d placeholder (default: ""Sample %d""), `include_doublets`: Whether to include doublet combinations (default: TRUE)",Character vector of formatted sample names
78,utilities,`myR/R/utilities/demulti_utils.R`,`parse_doublet_name`,Extracts the two sample identifiers from a doublet name.,"`doublet_name`: Character string representing a doublet (e.g., ""Sample1+Sample2""), `separator`: Character used to separate samples (default: ""+"")","Character vector of length 2 with the two sample names, or NULL if not a doublet"
79,utilities,`myR/R/utilities/demulti_utils.R`,`filter_demulti_results`,Filters barcode assignments based on type and quality criteria.,"`assignments`: Data frame from get_barcode_mapping, `keep_singlets`: Keep singlet assignments (default: TRUE), `keep_doublets`: Keep doublet assignments (default: FALSE), `keep_negative`: Keep negative/unassigned cells (default: FALSE), `min_prob`: Minimum probability threshold (if prob columns exist)",Filtered data frame
80,utilities,`myR/R/utilities/demulti_utils.R`,`summarize_demulti_results`,Generates summary statistics for demultiplexing results.,`assignments`: Data frame from get_barcode_mapping,"List containing: n_total, n_singlets, n_doublets, n_negative, doublet_rate, assignment_rate"
81,utilities,`myR/R/utilities/general_utils.R`,`downsample_sobj`,This function randomly samples cells from a Seurat object to create a smaller subset. The sampling is done without replacement and maintains the original data structure.,"`sobj`: A Seurat object to be downsampled, `ratio`: Integer indicating the downsampling ratio (1:ratio). Default is 10, meaning the output will contain 1/10th of the original cells, `seed`: Integer specifying the random seed for reproducibility. Default is 1234",A downsampled Seurat object containing a subset of cells from the input object
82,utilities,`myR/R/utilities/general_utils.R`,`printmy`,Convenience function to print marker genes in a format ready for copy-paste.,"`markers`: Data frame with marker gene results, `sign`: Sign of log2FC to print (""+"" for positive, ""-"" for negative), `num`: Number of genes to print (default: 100), `pseudobulk`: Whether markers are from pseudobulk analysis (uses ""logFC"" instead of ""avg_log2FC"")",Prints genes to console
83,utilities,`myR/R/utilities/general_utils.R`,`printMy`,Print marker genes from a named list of marker data frames.,"`markers_list`: Named list of marker data frames, `...`: Additional arguments passed to printmy()",Prints genes to console with list names as headers
84,utilities,`myR/R/utilities/general_utils.R`,`print_gene_combinations`,"For a list of gene sets, print genes that are unique to each combination (e.g., genes in A only, genes in A & B only, etc.)","`gene_list`: Named list of character vectors. Each element is a gene vector., `num_print`: Integer. Maximum number of genes to print per combination (default: 100).",None (prints to console)
85,utilities,`myR/R/utilities/general_utils.R`,`%||%`,Returns the first non-NULL value.,"`a`: First value, `b`: Second value (returned if a is NULL)","a if not NULL, otherwise b"
86,utilities,`myR/R/utilities/plot_utils.R`,`save_plot_with_conflict_resolution`,"Saves a plot to a file, automatically handling filename conflicts by appending a number to the filename if it already exists.","`plot_object`: ggplot2 object or other plot object, `base_filename`: Base filename (with extension), `output_dir`: Directory to save plot to, `width`: Plot width in inches, `height`: Plot height in inches, `dpi`: Resolution in dots per inch, `device`: Device to use for saving (auto-detected from extension if NULL)",The full path to the saved file
87,utilities,`myR/R/utilities/plot_utils.R`,`get_default_plot_dims`,Returns sensible default plot dimensions based on plot type.,"`plot_type`: Type of plot (""heatmap"", ""scatter"", ""boxplot"", ""default""), `n_items`: Number of items (e.g., genes, clusters) - used for sizing",List with width and height in inches
88,utilities,`myR/R/utilities/plot_utils.R`,`sanitize_filename`,Removes or replaces characters that are problematic in filenames.,"`filename`: Filename to sanitize, `replacement`: Character to replace problematic characters with (default: ""_"")",Sanitized filename
89,utilities,`myR/R/utilities/plot_utils.R`,`create_plot_grid`,Helper to calculate optimal grid layout dimensions.,"`n_plots`: Number of plots to arrange, `ncol`: Desired number of columns (if NULL, calculated automatically), `nrow`: Desired number of rows (if NULL, calculated automatically)",List with ncol and nrow
90,utilities,`myR/R/utilities/plot_utils.R`,`add_significance_stars`,Converts p-values to significance stars.,"`p_values`: Numeric vector of p-values, `thresholds`: Named vector of thresholds (default: c(""***""=0.001, ""**""=0.01, ""*""=0.05)), `ns_symbol`: Symbol for non-significant (default: ""ns"")",Character vector of significance symbols
91,utilities,`myR/R/utilities/plot_utils.R`,`get_color_palette`,Returns a color palette for consistent styling across plots.,"`name`: Palette name (""default"", ""viridis"", ""Set1"", ""custom""), `n`: Number of colors needed",Vector of color codes
92,utilities,`myR/R/utilities/sample_utils.R`,`sort_samples`,"Sorts character sample identifiers, handling both single-number and dual-number strings (e.g., ""1"", ""2+3"", ""10""). Numeric samples are sorted numerically, with doublets (containing ""+"") sorted after singlets.",`samples`: Character vector of sample identifiers,Sorted character vector of sample IDs
93,utilities,`myR/R/utilities/sample_utils.R`,`generate_sample_names`,Helper function to generate standardized sample names.,"`n_samples`: Number of samples to generate names for, `prefix`: Prefix for sample names (default: ""Sample""), `start_index`: Starting index (default: 1)",Character vector of sample names
94,utilities,`myR/R/utilities/sample_utils.R`,`parse_sample_ids`,Extracts numeric components from sample identifiers.,"`samples`: Character vector of sample identifiers, `return_doublets`: Whether to return doublet information","Data frame with columns: sample, numeric1, numeric2 (if doublet), is_doublet"
95,visualization,`myR/R/visualization/basic_plots.R`,`mybar`,Generates a histogram for a numeric vector or a column in a data frame.,"`x`: Numeric vector or data frame, `col`: If x is data frame, column name or index, `bins`: Number of bins (default: 30), `title`: Plot title, `xlab`: X-axis label, `color`: Fill color (default: ""steelblue"")",ggplot2 object
96,visualization,`myR/R/visualization/basic_plots.R`,`mydensity`,Generates a density plot for a numeric vector or a column in a data frame.,"`x`: Numeric vector or data frame, `col`: If x is data frame, column name or index, `title`: Plot title, `xlab`: X-axis label, `color`: Fill color (default: ""steelblue""), `alpha`: Transparency (default: 0.5)",ggplot2 object
97,visualization,`myR/R/visualization/basic_plots.R`,`myline`,Creates a line plot for a numeric vector with optional cutoff line.,"`vec`: Numeric vector, `cutoff`: Optional horizontal cutoff line value, `show_intersection`: Show intersection point with cutoff (default: TRUE), `title`: Plot title, `xlab`: X-axis label (default: ""Index""), `ylab`: Y-axis label (default: ""Value""), `color`: Line color (default: ""steelblue"")",ggplot2 object
98,visualization,`myR/R/visualization/basic_plots.R`,`mylines`,Creates a line plot for multiple numeric vectors with optional dual y-axis.,"`vec1`: First numeric vector, `vec2`: Second numeric vector (optional), `cutoff1`: Cutoff for vec1, `cutoff2`: Cutoff for vec2, `title`: Plot title, `ylab1`: Y-axis label for vec1, `ylab2`: Y-axis label for vec2, `color1`: Color for vec1 (default: ""steelblue""), `color2`: Color for vec2 (default: ""darkred"")",ggplot2 object
99,visualization,`myR/R/visualization/basic_plots.R`,`cdf`,"Computes and plots the CDF for probability, logit, or ratio values.","`values`: Numeric vector of values, `type`: Type of values: ""prob"", ""logit"", or ""ratio"" (default: ""prob""), `title`: Plot title, `xlab`: X-axis label, `color`: Line color (default: ""steelblue"")",ggplot2 object
100,visualization,`myR/R/visualization/basic_plots.R`,`cdf_multi`,Computes and plots CDFs across multiple or grouped datasets.,"`data_list`: List of numeric vectors or data frame with grouping column, `group_col`: If data is data.frame, column name for grouping, `value_col`: If data is data.frame, column name for values, `type`: Type of values: ""prob"", ""logit"", or ""ratio"" (default: ""prob""), `title`: Plot title, `xlab`: X-axis label",ggplot2 object
101,visualization,`myR/R/visualization/composition_plots.R`,`cmb`,Creates a proportional stacked bar graph of clusters across samples.,"`sobj`: Seurat object, `cluster_col`: Cluster identity column (default: ""seurat_clusters""), `sample_col`: Sample grouping column, `colors`: Color palette (optional), `title`: Plot title, `xlab`: X-axis label, `ylab`: Y-axis label (default: ""Proportion"")",ggplot2 object
102,visualization,`myR/R/visualization/composition_plots.R`,`acmb`,Creates an absolute count stacked bar graph of clusters across samples.,"`sobj`: Seurat object, `cluster_col`: Cluster identity column (default: ""seurat_clusters""), `sample_col`: Sample grouping column, `colors`: Color palette (optional), `title`: Plot title, `xlab`: X-axis label, `ylab`: Y-axis label (default: ""Cell Count"")",ggplot2 object
103,visualization,`myR/R/visualization/composition_plots.R`,`cml`,Produces a cumulative line plot of per-cluster cell proportions.,"`sobj`: Seurat object, `cluster_col`: Cluster identity column (default: ""seurat_clusters""), `sample_col`: Sample grouping column, `title`: Plot title, `xlab`: X-axis label (default: ""Sample""), `ylab`: Y-axis label (default: ""Cumulative Proportion"")",ggplot2 object
104,visualization,`myR/R/visualization/composition_plots.R`,`upset_gene_lists`,Creates an UpSet plot for visualizing intersections of multiple gene lists.,"`gene_lists`: Named list of character vectors (gene lists), `min_size`: Minimum intersection size to display (default: 0), `nsets`: Number of sets to display (default: all), `nintersects`: Number of intersections to display (default: 40), `order_by`: Order by: ""freq"" or ""degree"" (default: ""freq""), `...`: Additional arguments passed to UpSetR::upset",UpSet plot
105,visualization,`myR/R/visualization/composition_plots.R`,`vln_p`,Generates violin plots with statistical testing using ggpubr.,"`sobj`: Seurat object, `features`: Features to plot, `group_by`: Grouping variable, `split_by`: Optional splitting variable, `test_method`: Statistical test: ""wilcox"", ""t.test"", ""anova"", ""kruskal"" (default: ""wilcox""), `comparisons`: List of comparisons (default: all pairwise), `ncol`: Number of columns for faceting (default: NULL)",ggplot2 object
106,deprecated,`myR/R/deprecated/pseudobulk_deg_standalone.R`,`prepare_pseudobulk_edgeR`,Aggregates single-cell counts to pseudo-bulk level for differential expression analysis.,"`object`: Seurat object, `sample_col`: Metadata column identifying samples/replicates, `group_col`: Metadata column for grouping (e.g., condition, treatment), `cluster_col`: Optional cluster column for per-cluster analysis (default: NULL), `target_cluster`: If cluster_col is specified, analyze only this cluster (default: NULL), `assay`: Assay to use (default: ""RNA""), `slot`: Slot to use (default: ""counts""), `min_cells`: Minimum cells per sample to include (default: 10), `min_counts`: Minimum total counts per gene (default: 10)","List containing: counts, metadata, cluster"
107,deprecated,`myR/R/deprecated/pseudobulk_deg_standalone.R`,`run_pseudobulk_deg`,Performs edgeR-based pseudo-bulk differential gene expression analysis.,"`object`: Seurat object or prepared pseudobulk list from prepare_pseudobulk_edgeR, `sample_col`: Metadata column identifying samples (required if object is Seurat), `group_col`: Metadata column for comparison (required if object is Seurat), `comparison`: Comparison to make (e.g., c(""Treatment"", ""Control"")), `cluster_col`: Optional cluster column (default: NULL), `target_cluster`: Specific cluster to analyze (default: NULL for overall), `mode`: Analysis mode: ""overall"", ""per_cluster"", ""specific_cluster"" (default: ""overall""), `assay`: Assay to use (default: ""RNA""), `slot`: Slot to use (default: ""counts""), `min_cells`: Minimum cells per sample (default: 10), `min_counts`: Minimum total counts per gene (default: 10), `fdr_threshold`: FDR threshold for significance (default: 0.05), `logfc_threshold`: Log fold change threshold (default: 0)","Data frame with differential expression results, or list of data frames if mode=""per_cluster"""
108,deprecated,`myR/R/deprecated/pseudobulk_deg_standalone.R`,`.run_edger_analysis`,Internal edgeR Analysis Function.,"`counts`: counts, `metadata`: metadata, `group_col`: group_col, `comparison`: comparison, `fdr_threshold`: fdr_threshold, `logfc_threshold`: logfc_threshold",Data frame with edgeR results
109,myR/R/,`myR/R/cluster_frequency.R`,`seurat_group_stats`,This function performs comprehensive statistical analysis on scRNA-seq data comparing groups across different categorical variables.,"`data`: A Seurat object or metadata dataframe, `grouping_var`: Character. Variable to group by (e.g., ""patient""), `categorizing_var`: Character. Dependent variable (e.g., ""seurat_clusters""), `comparative_var`: Character. Independent variable (e.g., ""condition"", ""smoking_status""), `test_use`: Character vector. Statistical tests to use, options: ""t"", ""u"", or both c(""t"", ""u""), `...`: Additional arguments (not used)",A data frame with statistical test results
110,myR/R/,`myR/R/cluster_frequency.R`,`seurat_posthoc_analysis`,This function performs post-hoc analysis based on results from seurat_group_stats.,"`data`: A Seurat object or metadata dataframe, `results`: Results dataframe from seurat_group_stats function, `alpha`: Significance level (default: 0.05)",A list of post-hoc test results
111,myR/R/,`myR/R/cluster_frequency.R`,`extract_sample_metadata`,Extract sample-level metadata from cell-level metadata,"`cell_metadata`: Cell-level metadata (Seurat object or data.frame), `sample_key`: Column name for sample identification, `target_key`: Column name for the target variable (e.g., cluster), `group_key`: Column name for grouping variable (e.g., prognosis), `fun`: Aggregation function (default: proportion calculation)",Data frame with sample-level aggregated data
112,myR/R/,`myR/R/cluster_frequency.R`,`perform_prior_tests`,Perform prior tests for statistical assumptions,"`data`: Data frame with sample-level data, `value_col`: Column name for the values to test, `group_col`: Column name for grouping variable",List with test results
113,myR/R/,`myR/R/cluster_frequency.R`,`plot_cluster_fractions`,Main function to create boxplot with statistical comparisons,"`sobj_metadata`: Seurat object or metadata data.frame, `sample_key`: Column name for sample identification, `cluster_key`: Column name for clusters, `group_key`: Column name for grouping (e.g., prognosis), `clusters_to_plot`: Vector of clusters to include (NULL for all), `groups_to_plot`: Vector of groups to include (NULL for all), `method`: Statistical test method, `prior_test`: Whether to perform prior tests, `palette`: Color palette for groups, `show_brackets`: Whether to show brackets for comparisons, `p_label_size`: Size of p-value labels, `...`: Additional arguments for ggplot",A list containing the ggplot object and a dataframe with statistics.
114,myR/R/,`myR/R/cluster_frequency.R`,`example_usage`,Example usage function for `plot_cluster_fractions`,,Prints a plot and statistics table.
115,myR/R/,`myR/R/cluster_frequency.R`,`calculate_sample_signatures`,Calculate custom signatures at sample level,"`seurat_obj`: Seurat object, `gene_sets`: Named list of gene sets, `sample_key`: Column name for sample identification, `method`: Scoring method (mean, ssgsea, etc.)",Data frame with sample-level signatures
116,myR/R/,`myR/R/cluster_frequency.R`,`adjust_confounders`,Adjust for confounding variables,"`data`: Data frame with sample-level data, `target_col`: Column name for target variable, `group_col`: Column name for grouping variable, `adjust_cols`: Vector of columns to adjust for, `method`: Adjustment method (residuals, stratification)",Adjusted data frame
117,myR/R/,`myR/R/cluster_frequency.R`,`add_simple_pvalues`,Add p-values without brackets (similar to first image style),"`plot_obj`: ggplot object, `stats_df`: Statistics dataframe, `plot_data`: Plot data with x_labels, `p_label_size`: Size of p-value text",Modified ggplot object
118,myR/R/,`myR/R/pseudotime.R`,`run_slingshot_from_seurat`,"This function takes a Seurat object (typically after PCA, UMAP, and clustering), runs Slingshot to infer trajectories, and returns a SingleCellExperiment object containing the Slingshot results (pseudotime and cell weights).","`seurat_obj`: A Seurat object., `cluster_col`: A character string specifying the column name in Seurat object's metadata that contains the cluster labels., `reduced_dim_name`: A character string specifying the name of the dimensionality reduction to use (e.g., ""UMAP"", ""PCA""). Default is ""UMAP""., `start_cluster`: A character string or numeric value specifying the identity of the starting cluster., `end_clusters`: Optional. A character vector or numeric vector specifying identities of known end clusters., `counts_assay_name`: Character string, the name of the assay in the Seurat object containing counts. Default is ""RNA""., `main_trajectory_only`: Logical. Placeholder for future implementation. Default is FALSE., `...`: Additional arguments to pass to `slingshot::slingshot()`.",A SingleCellExperiment object with Slingshot's results.
119,myR/R/,`myR/R/pseudotime.R`,`save_plot_with_conflict_resolution`,"Saves a plot to a file, automatically handling filename conflicts by appending a number to the filename if it already exists.","`plot_object`: ggplot2 object or other plot object., `base_filename`: Base filename (with extension)., `output_dir`: Directory to save plot to., `width`: Plot width in inches., `height`: Plot height in inches., `dpi`: Resolution in dots per inch.",The full path to the saved file.
120,myR/R/,`myR/R/pseudotime.R`,`analyze_gene_dynamics`,"This function fits a Generalized Additive Model (GAM) to model gene expression changes along pseudotime, potentially accounting for different conditions.","`gene_id`: A character string specifying the gene ID., `cds_obj`: A cell_data_set object from Monocle3., `condition_col_name`: A character string naming the column in `colData(cds_obj)` that contains the condition information., `pseudotime_method`: A function or character string to specify how pseudotime is extracted. Defaults to `monocle3::pseudotime`., `sample_col_name`: Optional. A character string naming the column for sample/patient IDs., `output_dir`: A character string specifying the directory to save plots., `k_val`: An integer, the number of basis functions for GAM splines., `min_cells_for_fit`: An integer, the minimum number of cells required to fit the GAM., `plot_split`: Logical, if TRUE, plots for different conditions will be faceted., `plot_width`: Width of the saved plot in inches., `plot_height`: Height of the saved plot in inches., `plot_dpi`: DPI of the saved plot., `scale_DR`: Logical, if TRUE, Dynamic Range (DR) will be scaled by the mean expression.","A list containing status, metrics, plot path, and the plot object."
121,myR/R/,`myR/R/pseudotime.R`,`process_gene_list_dynamics`,Helper to process a list of genes using `analyze_gene_dynamics`.,"`gene_list`: A character vector of gene IDs., `cds_obj`: A cell_data_set object from Monocle3., `condition_col_name`: Column name for conditions in `colData(cds_obj)`., `output_dir`: Directory to save plots., `num_cores`: Number of cores for parallel processing., `...`: Other arguments to pass to `analyze_gene_dynamics`.",A data.frame summarizing metrics for all successfully processed genes.
122,myR/R/,`myR/R/pseudotime.R`,`analyze_gene_dynamics_tradeSeq`,Fits GAMs using the tradeSeq framework for a specific gene and performs tests for differential progression or expression patterns along pseudotime trajectories.,"`gene_id`: A character string, the ID of the gene to analyze., `sce_obj`: A SingleCellExperiment object, typically output from `run_slingshot_from_seurat`., `condition_col`: A character string specifying the column name in `colData(sce_obj)` that contains the condition factor., `lineage_names`: A character vector specifying which lineages to test., `nknots`: An integer, the number of knots for GAM splines in `fitGAM`., `test_to_perform`: A character string. Currently supports ""patternTest""., `pseudotime_assay_name`: Character. Name of the reducedDim in SCE containing pseudotime. Default ""slingshot""., `weights_col_prefix`: Character. Prefix for colData columns containing cell weights. Default ""slingWeight""., `output_dir`: A character string specifying the directory to save plots., `plot_split`: Logical, if TRUE, plots for different conditions will be faceted. Default FALSE., `scale_DR`: Logical, if TRUE, Dynamic Range (DR) will be scaled by the mean expression., `fitGAM_args`: A list of additional arguments to pass to `tradeSeq::fitGAM`., `test_args`: A list of additional arguments to pass to the chosen test function.","A list containing status, metrics, plot path, and the plot object."
123,myR/R/,`myR/R/GeoMx.R`,`prepare_geomx_data`,Prepares raw GeoMx count data for analysis by organizing into a standard format.,"`raw_data`: Raw data matrix., `metadata_SP`: Metadata data frame.","List containing: expression, metadata, and gene_info."
124,myR/R/,`myR/R/GeoMx.R`,`q3_normalize`,Performs Q3 (third quartile) normalization on GeoMx count data.,"`expr_matrix`: Count matrix., `scaling_factor`: Scaling factor after normalization (default: 1000).",List containing normalized and log-normalized data.
125,myR/R/,`myR/R/GeoMx.R`,`perform_qc`,Performs basic QC checks and filtering on GeoMx data.,"`expr_matrix`: Count matrix., `metadata`: Metadata data frame.",List with QC metrics and plots.
126,myR/R/,`myR/R/GeoMx.R`,`find_deg_geomx`,Performs differential expression analysis on GeoMx data using limma or Wilcoxon test.,"`norm_expr`: Normalized expression matrix., `metadata`: Metadata data frame., `group_var`: Metadata column for grouping., `group1`: First group for comparison., `group2`: Second group for comparison (optional)., `method`: ""limma"" or ""wilcox"" (default: ""limma"")., `logFC_threshold`: Log fold change threshold (default: 0.5)., `pval_threshold`: P-value threshold (default: 0.05).",Data frame with differential expression results.
127,myR/R/,`myR/R/GeoMx.R`,`plot_deg_volcano`,Creates a volcano plot from differential expression results.,"`deg_results`: Data frame from `find_deg_geomx`., `title`: Plot title.",ggplot object.
128,myR/R/,`myR/R/GeoMx.R`,`plot_deg_heatmap`,Creates a heatmap of top differentially expressed genes.,"`norm_expr`: Normalized expression matrix., `deg_results`: Data frame from `find_deg_geomx`., `metadata`: Metadata data frame., `group_var`: Metadata column for grouping., `top_n`: Number of top genes to plot (default: 50)., `scale_rows`: Z-score scale rows (default: TRUE).",Heatmap plot.
129,myR/R/,`myR/R/GeoMx.R`,`run_geomx_analysis`,Wrapper function to run the complete GeoMx analysis workflow.,"`raw_data`: Raw data matrix., `metadata_SP`: Metadata data frame., `group_var`: Column for differential expression., `group1`: First group for comparison., `group2`: Second group for comparison (optional)., `qc_filter`: Perform QC filtering (default: TRUE)., `min_genes`: Minimum number of detected genes per ROI (default: 100)., `min_counts`: Minimum total counts per ROI (default: 1000).","List containing processed data, DEG results, and plots."
130,myR/R/,`myR/R/markers.R`,`marker_trim`,Filter and process marker genes from Seurat's FindMarkers or FindAllMarkers results.,"`markers`: A data frame from Seurat's FindMarkers or FindAllMarkers results., `sign`: Character string indicating the direction of log fold change to keep. Options: NULL (keep all), ""+"" (positive only), ""-"" (negative only)., `p_cutoff`: Numeric value for adjusted p-value cutoff. Default is NULL (no filtering)., `filter`: Additional filtering criteria (not used in this function).",A processed data frame with filtered markers and added pct.diff column.
131,myR/R/,`myR/R/markers.R`,`marker_filter`,Filter out unwanted genes from marker results.,"`markers`: A data frame from Seurat's FindMarkers or FindAllMarkers results., `filter`: Character vector specifying which gene types to filter out. Options: ""rb"", ""mt"", ""hb"", ""AC"", ""ENSG"", ""LINC"".",A filtered data frame with unwanted genes removed.
132,myR/R/,`myR/R/markers.R`,`lrf`,filterout (Intercept) terms.,`lmm_result`: The result from an LMM analysis.,"The LMM result with ""(Intercept)"" terms removed from the summary."
133,myR/R/,`myR/R/markers.R`,`all_markers_to_list`,Convert FindAllMarkers results to a list organized by cluster.,`markers`: A data frame from Seurat's FindAllMarkers results.,A list where each element is a data frame containing markers for one cluster.
134,myR/R/,`myR/R/markers.R`,`marker_print_all`,Print top marker genes for each cluster.,"`markers`: Either a list of marker data frames or a FindAllMarkers data frame., `n`: Integer specifying the number of top markers to print per cluster., `cluster_to_print`: Character vector specifying which clusters to print. If NULL, prints all clusters.",NULL (prints results to console).
135,myR/R/,`myR/R/markers.R`,`marker_print`,Print top n marker genes.,"`marker`: A marker data frame., `n`: Number of genes to print (default: 100)., `sign`: ""+"" for positive logFC, ""-"" for negative.",NULL (prints results to console).
136,myR/R/,`myR/R/markers.R`,`synthesize_markers`,Combines p-values and log fold changes from multiple FindMarkers results using Fisher's method for p-values and weighted mean for log fold changes.,"`marker_list`: Named list of marker data frames, `p_sig`: The p-value column to use for significance check (default: ""p_val_adj"").",Data frame with synthesized results
